Sample_ID	Batch	Scientific_Name	Date_Added
SAMN37807928	batch2		2026-02-08
SAMN37807941	batch2		2026-02-08
SAMN37807964	batch2		2026-02-08
SAMN37807989	batch2		2026-02-08
SAMN37808002	batch2		2026-02-08
SAMN37808972	batch2		2026-02-08
SAMN37809497	batch2		2026-02-08
SAMN37809677	batch2		2026-02-08
SAMN37809688	batch2		2026-02-08
SAMN37809696	batch2		2026-02-08
SAMN37813216	batch2		2026-02-08
SAMN37815250	batch2		2026-02-08
SAMN37815251	batch2		2026-02-08
SAMN37815275	batch2		2026-02-08
SAMN37819560	batch2		2026-02-08
SAMN37819625	batch2		2026-02-08
SAMN37819630	batch2		2026-02-08
SAMN37819659	batch2		2026-02-08
SAMN37819734	batch2		2026-02-08
SAMN37819981	batch2		2026-02-08
SAMN37820228	batch2		2026-02-08
SAMN37820385	batch2		2026-02-08
SAMN37820495	batch2		2026-02-08
SAMN37820609	batch2		2026-02-08
SAMN37820640	batch2		2026-02-08
SAMN37820744	batch2		2026-02-08
SAMN37820843	batch2		2026-02-08
SAMN37822038	batch2		2026-02-08
SAMN37822101	batch2		2026-02-08
SAMN37822152	batch2		2026-02-08
SAMN37822178	batch2		2026-02-08
SAMN37822182	batch2		2026-02-08
SAMN37822191	batch2		2026-02-08
SAMN37822204	batch2		2026-02-08
SAMN37822263	batch2		2026-02-08
SAMN37822314	batch2		2026-02-08
SAMN37826605	batch2		2026-02-08
SAMN37831071	batch2		2026-02-08
SAMN37832769	batch2		2026-02-08
SAMN37844018	batch2		2026-02-08
SAMN37844046	batch2		2026-02-08
SAMN37844073	batch2		2026-02-08
SAMN37844486	batch2		2026-02-08
SAMN37844494	batch2		2026-02-08
SAMN37844509	batch2		2026-02-08
SAMN37844513	batch2		2026-02-08
SAMN37844962	batch2		2026-02-08
SAMN37845369	batch2		2026-02-08
SAMN37845395	batch2		2026-02-08
SAMN37845421	batch2		2026-02-08
SAMN37845468	batch2		2026-02-08
SAMN37846071	batch2		2026-02-08
SAMN37846073	batch2		2026-02-08
SAMN37846076	batch2		2026-02-08
SAMN37846635	batch2		2026-02-08
SAMN37846636	batch2		2026-02-08
SAMN37846662	batch2		2026-02-08
SAMN37846844	batch2		2026-02-08
SAMN37846856	batch2		2026-02-08
SAMN37847258	batch2		2026-02-08
SAMN37847263	batch2		2026-02-08
SAMN37847791	batch2		2026-02-08
SAMN37847920	batch2		2026-02-08
SAMN37847922	batch2		2026-02-08
SAMN37847974	batch2		2026-02-08
SAMN37848021	batch2		2026-02-08
SAMN37848023	batch2		2026-02-08
SAMN37848039	batch2		2026-02-08
SAMN37848042	batch2		2026-02-08
SAMN37848057	batch2		2026-02-08
SAMN37848063	batch2		2026-02-08
SAMN37848072	batch2		2026-02-08
SAMN37848080	batch2		2026-02-08
SAMN37848086	batch2		2026-02-08
SAMN37848153	batch2		2026-02-08
SAMN37848157	batch2		2026-02-08
SAMN37848174	batch2		2026-02-08
SAMN37848177	batch2		2026-02-08
SAMN37848186	batch2		2026-02-08
SAMN37848202	batch2		2026-02-08
SAMN37848299	batch2		2026-02-08
SAMN37848324	batch2		2026-02-08
SAMN37848330	batch2		2026-02-08
SAMN37848333	batch2		2026-02-08
SAMN37848347	batch2		2026-02-08
SAMN37848351	batch2		2026-02-08
SAMN37848354	batch2		2026-02-08
SAMN37848370	batch2		2026-02-08
SAMN37848372	batch2		2026-02-08
SAMN37848381	batch2		2026-02-08
SAMN37848408	batch2		2026-02-08
SAMN37848420	batch2		2026-02-08
SAMN37848424	batch2		2026-02-08
SAMN37848466	batch2		2026-02-08
SAMN37848512	batch2		2026-02-08
SAMN37848518	batch2		2026-02-08
SAMN37848526	batch2		2026-02-08
SAMN37848595	batch2		2026-02-08
SAMN37848671	batch2		2026-02-08
SAMN37848680	batch2		2026-02-08
SAMN37848694	batch2		2026-02-08
SAMN37848705	batch2		2026-02-08
SAMN37848735	batch2		2026-02-08
SAMN37848745	batch2		2026-02-08
SAMN37848749	batch2		2026-02-08
SAMN37848752	batch2		2026-02-08
SAMN37848769	batch2		2026-02-08
SAMN37848773	batch2		2026-02-08
SAMN37848780	batch2		2026-02-08
SAMN37848808	batch2		2026-02-08
SAMN37848840	batch2		2026-02-08
SAMN37848856	batch2		2026-02-08
SAMN37848865	batch2		2026-02-08
SAMN37848985	batch2		2026-02-08
SAMN37850695	batch2		2026-02-08
SAMN37850702	batch2		2026-02-08
SAMN37850717	batch2		2026-02-08
SAMN37850756	batch2		2026-02-08
SAMN37850766	batch2		2026-02-08
SAMN37850834	batch2		2026-02-08
SAMN37850837	batch2		2026-02-08
SAMN37850892	batch2		2026-02-08
SAMN37850914	batch2		2026-02-08
SAMN37850929	batch2		2026-02-08
SAMN37850996	batch2		2026-02-08
SAMN37851021	batch2		2026-02-08
SAMN37851044	batch2		2026-02-08
SAMN37851054	batch2		2026-02-08
SAMN37851074	batch2		2026-02-08
SAMN37851099	batch2		2026-02-08
SAMN37851107	batch2		2026-02-08
SAMN37851166	batch2		2026-02-08
SAMN37851171	batch2		2026-02-08
SAMN37851193	batch2		2026-02-08
SAMN37854749	batch2		2026-02-08
SAMN37854795	batch2		2026-02-08
SAMN37855226	batch2		2026-02-08
SAMN37855229	batch2		2026-02-08
SAMN37855238	batch2		2026-02-08
SAMN37855320	batch2		2026-02-08
SAMN37855396	batch2		2026-02-08
SAMN37855464	batch2		2026-02-08
SAMN37855857	batch2		2026-02-08
SAMN37855870	batch2		2026-02-08
SAMN37855968	batch2		2026-02-08
SAMN37856037	batch2		2026-02-08
SAMN37856548	batch2		2026-02-08
SAMN37857292	batch2		2026-02-08
SAMN37858339	batch2		2026-02-08
SAMN37859040	batch2		2026-02-08
SAMN37862856	batch2		2026-02-08
SAMN37862858	batch2		2026-02-08
SAMN37862860	batch2		2026-02-08
SAMN37862865	batch2		2026-02-08
SAMN37862888	batch2		2026-02-08
SAMN37862910	batch2		2026-02-08
SAMN37862912	batch2		2026-02-08
SAMN37862918	batch2		2026-02-08
SAMN37862928	batch2		2026-02-08
SAMN37862943	batch2		2026-02-08
SAMN37862944	batch2		2026-02-08
SAMN37862970	batch2		2026-02-08
SAMN37862971	batch2		2026-02-08
SAMN37871653	batch2		2026-02-08
SAMN37871712	batch2		2026-02-08
SAMN37871825	batch2		2026-02-08
SAMN37872034	batch2		2026-02-08
SAMN37872174	batch2		2026-02-08
SAMN37872185	batch2		2026-02-08
SAMN37872249	batch2		2026-02-08
SAMN37872302	batch2		2026-02-08
SAMN37874194	batch2		2026-02-08
SAMN37875050	batch2		2026-02-08
SAMN37875138	batch2		2026-02-08
SAMN37875223	batch2		2026-02-08
SAMN37875392	batch2		2026-02-08
SAMN37875397	batch2		2026-02-08
SAMN37875405	batch2		2026-02-08
SAMN37875418	batch2		2026-02-08
SAMN37875449	batch2		2026-02-08
SAMN37875471	batch2		2026-02-08
SAMN37875474	batch2		2026-02-08
SAMN37875513	batch2		2026-02-08
SAMN37875923	batch2		2026-02-08
SAMN37879108	batch2		2026-02-08
SAMN37879549	batch2		2026-02-08
SAMN37882118	batch2		2026-02-08
SAMN37882711	batch2		2026-02-08
SAMN37883100	batch2		2026-02-08
SAMN37883763	batch2		2026-02-08
SAMN37884006	batch2		2026-02-08
SAMN37884393	batch2		2026-02-08
SAMN37884556	batch2		2026-02-08
SAMN37884862	batch2		2026-02-08
SAMN37885306	batch2		2026-02-08
SAMN37886659	batch2		2026-02-08
SAMN37886960	batch2		2026-02-08
SAMN37887024	batch2		2026-02-08
SAMN37887026	batch2		2026-02-08
SAMN37887070	batch2		2026-02-08
SAMN37887129	batch2		2026-02-08
SAMN37887752	batch2		2026-02-08
SAMN37900357	batch2		2026-02-08
SAMN37900369	batch2		2026-02-08
SAMN37904801	batch2		2026-02-08
SAMN37908162	batch2		2026-02-08
SAMN37917527	batch2		2026-02-08
SAMN37917563	batch2		2026-02-08
SAMN37917610	batch2		2026-02-08
SAMN37917632	batch2		2026-02-08
SAMN37926727	batch2		2026-02-08
SAMN37926825	batch2		2026-02-08
SAMN37927822	batch2		2026-02-08
SAMN37929131	batch2		2026-02-08
SAMN37929141	batch2		2026-02-08
SAMN37929499	batch2		2026-02-08
SAMN37929625	batch2		2026-02-08
SAMN37929737	batch2		2026-02-08
SAMN37929942	batch2		2026-02-08
SAMN37931207	batch2		2026-02-08
SAMN37931368	batch2		2026-02-08
SAMN37931533	batch2		2026-02-08
SAMN37931560	batch2		2026-02-08
SAMN37932457	batch2		2026-02-08
SAMN37932491	batch2		2026-02-08
SAMN37932574	batch2		2026-02-08
SAMN37937817	batch2		2026-02-08
SAMN37937833	batch2		2026-02-08
SAMN37937845	batch2		2026-02-08
SAMN37937875	batch2		2026-02-08
SAMN37937889	batch2		2026-02-08
SAMN37938480	batch2		2026-02-08
SAMN37943918	batch2		2026-02-08
SAMN37946168	batch2		2026-02-08
SAMN37946704	batch2		2026-02-08
SAMN37947863	batch2		2026-02-08
SAMN37949921	batch2		2026-02-08
SAMN37953635	batch2		2026-02-08
SAMN37953743	batch2		2026-02-08
SAMN37953746	batch2		2026-02-08
SAMN37953975	batch2		2026-02-08
SAMN37974135	batch2		2026-02-08
SAMN37976367	batch2		2026-02-08
SAMN37976369	batch2		2026-02-08
SAMN37977086	batch2		2026-02-08
SAMN37977591	batch2		2026-02-08
SAMN37978808	batch2		2026-02-08
SAMN37978827	batch2		2026-02-08
SAMN37981096	batch2		2026-02-08
SAMN37982188	batch2		2026-02-08
SAMN37982722	batch2		2026-02-08
SAMN37982762	batch2		2026-02-08
SAMN37985083	batch2		2026-02-08
SAMN37985166	batch2		2026-02-08
SAMN37985189	batch2		2026-02-08
SAMN37985513	batch2		2026-02-08
SAMN37986062	batch2		2026-02-08
SAMN37986073	batch2		2026-02-08
SAMN37986152	batch2		2026-02-08
SAMN37986176	batch2		2026-02-08
SAMN37986239	batch2		2026-02-08
SAMN37986314	batch2		2026-02-08
SAMN37989729	batch2		2026-02-08
SAMN37993356	batch2		2026-02-08
SAMN37997289	batch2		2026-02-08
SAMN37997314	batch2		2026-02-08
SAMN37997473	batch2		2026-02-08
SAMN37997574	batch2		2026-02-08
SAMN37997592	batch2		2026-02-08
SAMN37997656	batch2		2026-02-08
SAMN37999486	batch2		2026-02-08
SAMN37999683	batch2		2026-02-08
SAMN37999685	batch2		2026-02-08
SAMN37999693	batch2		2026-02-08
SAMN37999700	batch2		2026-02-08
SAMN37999713	batch2		2026-02-08
SAMN37999738	batch2		2026-02-08
SAMN37999764	batch2		2026-02-08
SAMN37999887	batch2		2026-02-08
SAMN38016010	batch2		2026-02-08
SAMN38016019	batch2		2026-02-08
SAMN38018626	batch2		2026-02-08
SAMN38018633	batch2		2026-02-08
SAMN38018641	batch2		2026-02-08
SAMN38018655	batch2		2026-02-08
SAMN38019485	batch2		2026-02-08
SAMN38019520	batch2		2026-02-08
SAMN38019643	batch2		2026-02-08
SAMN38020426	batch2		2026-02-08
SAMN38023985	batch2		2026-02-08
SAMN38029073	batch2		2026-02-08
SAMN38029079	batch2		2026-02-08
SAMN38029090	batch2		2026-02-08
SAMN38031122	batch2		2026-02-08
SAMN38031484	batch2		2026-02-08
SAMN38031519	batch2		2026-02-08
SAMN38031614	batch2		2026-02-08
SAMN38031626	batch2		2026-02-08
SAMN38031634	batch2		2026-02-08
SAMN38031736	batch2		2026-02-08
SAMN38033873	batch2		2026-02-08
SAMN38033884	batch2		2026-02-08
SAMN38033908	batch2		2026-02-08
SAMN38033936	batch2		2026-02-08
SAMN38033947	batch2		2026-02-08
SAMN38033956	batch2		2026-02-08
SAMN38033957	batch2		2026-02-08
SAMN38035069	batch2		2026-02-08
SAMN38035079	batch2		2026-02-08
SAMN38035087	batch2		2026-02-08
SAMN38035384	batch2		2026-02-08
SAMN38035390	batch2		2026-02-08
SAMN38035617	batch2		2026-02-08
SAMN38036742	batch2		2026-02-08
SAMN38036753	batch2		2026-02-08
SAMN38036907	batch2		2026-02-08
SAMN38037192	batch2		2026-02-08
SAMN38039454	batch2		2026-02-08
SAMN38039603	batch2		2026-02-08
SAMN38040109	batch2		2026-02-08
SAMN38040158	batch2		2026-02-08
SAMN38041067	batch2		2026-02-08
SAMN38042137	batch2		2026-02-08
SAMN38042241	batch2		2026-02-08
SAMN38042396	batch2		2026-02-08
SAMN38042446	batch2		2026-02-08
SAMN38042466	batch2		2026-02-08
SAMN38042787	batch2		2026-02-08
SAMN38042822	batch2		2026-02-08
SAMN38042826	batch2		2026-02-08
SAMN38042829	batch2		2026-02-08
SAMN38048186	batch2		2026-02-08
SAMN38048189	batch2		2026-02-08
SAMN38048207	batch2		2026-02-08
SAMN38048352	batch2		2026-02-08
SAMN38048445	batch2		2026-02-08
SAMN38048447	batch2		2026-02-08
SAMN38048463	batch2		2026-02-08
SAMN38048465	batch2		2026-02-08
SAMN38048501	batch2		2026-02-08
SAMN38048503	batch2		2026-02-08
SAMN38048510	batch2		2026-02-08
SAMN38048530	batch2		2026-02-08
SAMN38048561	batch2		2026-02-08
SAMN38048575	batch2		2026-02-08
SAMN38048594	batch2		2026-02-08
SAMN38048606	batch2		2026-02-08
SAMN38048701	batch2		2026-02-08
SAMN38048710	batch2		2026-02-08
SAMN38048738	batch2		2026-02-08
SAMN38048778	batch2		2026-02-08
SAMN38048854	batch2		2026-02-08
SAMN38048877	batch2		2026-02-08
SAMN38048881	batch2		2026-02-08
SAMN38048926	batch2		2026-02-08
SAMN38048932	batch2		2026-02-08
SAMN38048936	batch2		2026-02-08
SAMN38048962	batch2		2026-02-08
SAMN38048969	batch2		2026-02-08
SAMN38049033	batch2		2026-02-08
SAMN38049040	batch2		2026-02-08
SAMN38049047	batch2		2026-02-08
SAMN38049071	batch2		2026-02-08
SAMN38049111	batch2		2026-02-08
SAMN38049143	batch2		2026-02-08
SAMN38049188	batch2		2026-02-08
SAMN38049350	batch2		2026-02-08
SAMN38049363	batch2		2026-02-08
SAMN38049367	batch2		2026-02-08
SAMN38049385	batch2		2026-02-08
SAMN38049400	batch2		2026-02-08
SAMN38049408	batch2		2026-02-08
SAMN38050708	batch2		2026-02-08
SAMN38050709	batch2		2026-02-08
SAMN38051085	batch2		2026-02-08
SAMN38051099	batch2		2026-02-08
SAMN38051114	batch2		2026-02-08
SAMN38051121	batch2		2026-02-08
SAMN38051155	batch2		2026-02-08
SAMN38051173	batch2		2026-02-08
SAMN38051183	batch2		2026-02-08
SAMN38051193	batch2		2026-02-08
SAMN38051198	batch2		2026-02-08
SAMN38051205	batch2		2026-02-08
SAMN38051210	batch2		2026-02-08
SAMN38051556	batch2		2026-02-08
SAMN38051559	batch2		2026-02-08
SAMN38051696	batch2		2026-02-08
SAMN38051708	batch2		2026-02-08
SAMN38051938	batch2		2026-02-08
SAMN38052334	batch2		2026-02-08
SAMN38052337	batch2		2026-02-08
SAMN38052338	batch2		2026-02-08
SAMN38052658	batch2		2026-02-08
SAMN38052707	batch2		2026-02-08
SAMN38052710	batch2		2026-02-08
SAMN38052721	batch2		2026-02-08
SAMN38052850	batch2		2026-02-08
SAMN38053734	batch2		2026-02-08
SAMN38053744	batch2		2026-02-08
SAMN38055924	batch2		2026-02-08
SAMN38055956	batch2		2026-02-08
SAMN38055987	batch2		2026-02-08
SAMN38055998	batch2		2026-02-08
SAMN38056006	batch2		2026-02-08
SAMN38056033	batch2		2026-02-08
SAMN38056041	batch2		2026-02-08
SAMN38056486	batch2		2026-02-08
SAMN38063016	batch2		2026-02-08
SAMN38063030	batch2		2026-02-08
SAMN38063044	batch2		2026-02-08
SAMN38065870	batch2		2026-02-08
SAMN38065956	batch2		2026-02-08
SAMN38066116	batch2		2026-02-08
SAMN38066117	batch2		2026-02-08
SAMN38067839	batch2		2026-02-08
SAMN38067865	batch2		2026-02-08
SAMN38067922	batch2		2026-02-08
SAMN38075217	batch2		2026-02-08
SAMN38080454	batch2		2026-02-08
SAMN38080548	batch2		2026-02-08
SAMN38080559	batch2		2026-02-08
SAMN38080823	batch2		2026-02-08
SAMN38080960	batch2		2026-02-08
SAMN38081199	batch2		2026-02-08
SAMN38081220	batch2		2026-02-08
SAMN38082310	batch2		2026-02-08
SAMN38082490	batch2		2026-02-08
SAMN38082594	batch2		2026-02-08
SAMN38082723	batch2		2026-02-08
SAMN38083120	batch2		2026-02-08
SAMN38083744	batch2		2026-02-08
SAMN38088644	batch2		2026-02-08
SAMN38088760	batch2		2026-02-08
SAMN38089756	batch2		2026-02-08
SAMN38089832	batch2		2026-02-08
SAMN38090741	batch2		2026-02-08
SAMN38090821	batch2		2026-02-08
SAMN38093728	batch2		2026-02-08
SAMN38093739	batch2		2026-02-08
SAMN38093874	batch2		2026-02-08
SAMN38094120	batch2		2026-02-08
SAMN38094130	batch2		2026-02-08
SAMN38094162	batch2		2026-02-08
SAMN38094187	batch2		2026-02-08
SAMN38105988	batch2		2026-02-08
SAMN38106006	batch2		2026-02-08
SAMN38106009	batch2		2026-02-08
SAMN38106026	batch2		2026-02-08
SAMN38106042	batch2		2026-02-08
SAMN38106064	batch2		2026-02-08
SAMN38106070	batch2		2026-02-08
SAMN38106104	batch2		2026-02-08
SAMN38106107	batch2		2026-02-08
SAMN38106188	batch2		2026-02-08
SAMN38106191	batch2		2026-02-08
SAMN38106197	batch2		2026-02-08
SAMN38106222	batch2		2026-02-08
SAMN38106229	batch2		2026-02-08
SAMN38106569	batch2		2026-02-08
SAMN38106687	batch2		2026-02-08
SAMN38106841	batch2		2026-02-08
SAMN38106849	batch2		2026-02-08
SAMN38106864	batch2		2026-02-08
SAMN38106949	batch2		2026-02-08
SAMN38106986	batch2		2026-02-08
SAMN38107039	batch2		2026-02-08
SAMN38107041	batch2		2026-02-08
SAMN38107066	batch2		2026-02-08
SAMN38107095	batch2		2026-02-08
SAMN38107162	batch2		2026-02-08
SAMN38107163	batch2		2026-02-08
SAMN38107164	batch2		2026-02-08
SAMN38107209	batch2		2026-02-08
SAMN38107220	batch2		2026-02-08
SAMN38107241	batch2		2026-02-08
SAMN38107344	batch2		2026-02-08
SAMN38107349	batch2		2026-02-08
SAMN38107351	batch2		2026-02-08
SAMN38107373	batch2		2026-02-08
SAMN38107424	batch2		2026-02-08
SAMN38107486	batch2		2026-02-08
SAMN38107497	batch2		2026-02-08
SAMN38107530	batch2		2026-02-08
SAMN38107536	batch2		2026-02-08
SAMN38107550	batch2		2026-02-08
SAMN38113953	batch2		2026-02-08
SAMN38114695	batch2		2026-02-08
SAMN38116138	batch2		2026-02-08
SAMN38116719	batch2		2026-02-08
SAMN38117392	batch2		2026-02-08
SAMN38117408	batch2		2026-02-08
SAMN38120488	batch2		2026-02-08
SAMN38120797	batch2		2026-02-08
SAMN38120862	batch2		2026-02-08
SAMN38120898	batch2		2026-02-08
SAMN38120956	batch2		2026-02-08
SAMN38120973	batch2		2026-02-08
SAMN38120987	batch2		2026-02-08
SAMN38122005	batch2		2026-02-08
SAMN38122037	batch2		2026-02-08
SAMN38122251	batch2		2026-02-08
SAMN38122258	batch2		2026-02-08
SAMN38122334	batch2		2026-02-08
SAMN38123139	batch2		2026-02-08
SAMN38123142	batch2		2026-02-08
SAMN38123172	batch2		2026-02-08
SAMN38123298	batch2		2026-02-08
SAMN38143070	batch2		2026-02-08
SAMN38143123	batch2		2026-02-08
SAMN38144329	batch2		2026-02-08
SAMN38144344	batch2		2026-02-08
SAMN38144353	batch2		2026-02-08
SAMN38144375	batch2		2026-02-08
SAMN38144399	batch2		2026-02-08
SAMN38144502	batch2		2026-02-08
SAMN38144513	batch2		2026-02-08
SAMN38144858	batch2		2026-02-08
SAMN38145100	batch2		2026-02-08
SAMN38145553	batch2		2026-02-08
SAMN38146096	batch2		2026-02-08
SAMN38146116	batch2		2026-02-08
SAMN38146126	batch2		2026-02-08
SAMN38148579	batch2		2026-02-08
SAMN38148610	batch2		2026-02-08
SAMN38148638	batch2		2026-02-08
SAMN38150724	batch2		2026-02-08
SAMN38150750	batch2		2026-02-08
SAMN38150756	batch2		2026-02-08
SAMN38151931	batch2		2026-02-08
SAMN38151936	batch2		2026-02-08
SAMN38151942	batch2		2026-02-08
SAMN38151961	batch2		2026-02-08
SAMN38151968	batch2		2026-02-08
SAMN38151994	batch2		2026-02-08
SAMN38151999	batch2		2026-02-08
SAMN38152004	batch2		2026-02-08
SAMN38152061	batch2		2026-02-08
SAMN38152079	batch2		2026-02-08
SAMN38152112	batch2		2026-02-08
SAMN38152165	batch2		2026-02-08
SAMN38152194	batch2		2026-02-08
SAMN38152199	batch2		2026-02-08
SAMN38152206	batch2		2026-02-08
SAMN38152228	batch2		2026-02-08
SAMN38152274	batch2		2026-02-08
SAMN38152330	batch2		2026-02-08
SAMN38152347	batch2		2026-02-08
SAMN38152351	batch2		2026-02-08
SAMN38152364	batch2		2026-02-08
SAMN38152370	batch2		2026-02-08
SAMN38152430	batch2		2026-02-08
SAMN38152449	batch2		2026-02-08
SAMN38152456	batch2		2026-02-08
SAMN38152473	batch2		2026-02-08
SAMN38152509	batch2		2026-02-08
SAMN38152515	batch2		2026-02-08
SAMN38152536	batch2		2026-02-08
SAMN38152566	batch2		2026-02-08
SAMN38152636	batch2		2026-02-08
SAMN38152643	batch2		2026-02-08
SAMN38152668	batch2		2026-02-08
SAMN38152671	batch2		2026-02-08
SAMN38152782	batch2		2026-02-08
SAMN38152836	batch2		2026-02-08
SAMN38152864	batch2		2026-02-08
SAMN38152907	batch2		2026-02-08
SAMN38156079	batch2		2026-02-08
SAMN38156084	batch2		2026-02-08
SAMN38156105	batch2		2026-02-08
SAMN38156114	batch2		2026-02-08
SAMN38156216	batch2		2026-02-08
SAMN38156257	batch2		2026-02-08
SAMN38156462	batch2		2026-02-08
SAMN38159161	batch2		2026-02-08
SAMN38161189	batch2		2026-02-08
SAMN38161203	batch2		2026-02-08
SAMN38162451	batch2		2026-02-08
SAMN38162467	batch2		2026-02-08
SAMN38162473	batch2		2026-02-08
SAMN38162518	batch2		2026-02-08
SAMN38163473	batch2		2026-02-08
SAMN38163505	batch2		2026-02-08
SAMN38163678	batch2		2026-02-08
SAMN38164048	batch2		2026-02-08
SAMN38168150	batch2		2026-02-08
SAMN38168159	batch2		2026-02-08
SAMN38168186	batch2		2026-02-08
SAMN38168230	batch2		2026-02-08
SAMN38168239	batch2		2026-02-08
SAMN38168240	batch2		2026-02-08
SAMN38168274	batch2		2026-02-08
SAMN38168331	batch2		2026-02-08
SAMN38168360	batch2		2026-02-08
SAMN38168388	batch2		2026-02-08
SAMN38168393	batch2		2026-02-08
SAMN38168405	batch2		2026-02-08
SAMN38168409	batch2		2026-02-08
SAMN38168443	batch2		2026-02-08
SAMN38168468	batch2		2026-02-08
SAMN38168527	batch2		2026-02-08
SAMN38168545	batch2		2026-02-08
SAMN38168577	batch2		2026-02-08
SAMN38168594	batch2		2026-02-08
SAMN38168600	batch2		2026-02-08
SAMN38168632	batch2		2026-02-08
SAMN38168645	batch2		2026-02-08
SAMN38168688	batch2		2026-02-08
SAMN38168697	batch2		2026-02-08
SAMN38168740	batch2		2026-02-08
SAMN38168775	batch2		2026-02-08
SAMN38168803	batch2		2026-02-08
SAMN38168845	batch2		2026-02-08
SAMN38168877	batch2		2026-02-08
SAMN38168907	batch2		2026-02-08
SAMN38169014	batch2		2026-02-08
SAMN38169040	batch2		2026-02-08
SAMN38169070	batch2		2026-02-08
SAMN38169084	batch2		2026-02-08
SAMN38169160	batch2		2026-02-08
SAMN38169199	batch2		2026-02-08
SAMN38169215	batch2		2026-02-08
SAMN38169280	batch2		2026-02-08
SAMN38169282	batch2		2026-02-08
SAMN38170766	batch2		2026-02-08
SAMN38180882	batch2		2026-02-08
SAMN38180884	batch2		2026-02-08
SAMN38181103	batch2		2026-02-08
SAMN38181609	batch2		2026-02-08
SAMN38182226	batch2		2026-02-08
SAMN38182628	batch2		2026-02-08
SAMN38182645	batch2		2026-02-08
SAMN38182655	batch2		2026-02-08
SAMN38182658	batch2		2026-02-08
SAMN38182671	batch2		2026-02-08
SAMN38182704	batch2		2026-02-08
SAMN38182761	batch2		2026-02-08
SAMN38182797	batch2		2026-02-08
SAMN38182905	batch2		2026-02-08
SAMN38182915	batch2		2026-02-08
SAMN38182946	batch2		2026-02-08
SAMN38182950	batch2		2026-02-08
SAMN38182996	batch2		2026-02-08
SAMN38183008	batch2		2026-02-08
SAMN38183015	batch2		2026-02-08
SAMN38183022	batch2		2026-02-08
SAMN38183133	batch2		2026-02-08
SAMN38183165	batch2		2026-02-08
SAMN38183167	batch2		2026-02-08
SAMN38184101	batch2		2026-02-08
SAMN38184105	batch2		2026-02-08
SAMN38184106	batch2		2026-02-08
SAMN38186321	batch2		2026-02-08
SAMN38192669	batch2		2026-02-08
SAMN38193646	batch2		2026-02-08
SAMN38194192	batch2		2026-02-08
SAMN38194195	batch2		2026-02-08
SAMN38198378	batch2		2026-02-08
SAMN38198379	batch2		2026-02-08
SAMN38198387	batch2		2026-02-08
SAMN38198391	batch2		2026-02-08
SAMN38199082	batch2		2026-02-08
SAMN38199092	batch2		2026-02-08
SAMN38199112	batch2		2026-02-08
SAMN38199125	batch2		2026-02-08
SAMN38199126	batch2		2026-02-08
SAMN38206306	batch2		2026-02-08
SAMN38206309	batch2		2026-02-08
SAMN38206312	batch2		2026-02-08
SAMN38206354	batch2		2026-02-08
SAMN38206368	batch2		2026-02-08
SAMN38206381	batch2		2026-02-08
SAMN38206464	batch2		2026-02-08
SAMN38206487	batch2		2026-02-08
SAMN38206496	batch2		2026-02-08
SAMN38206505	batch2		2026-02-08
SAMN38206542	batch2		2026-02-08
SAMN38206546	batch2		2026-02-08
SAMN38206610	batch2		2026-02-08
SAMN38206649	batch2		2026-02-08
SAMN38206657	batch2		2026-02-08
SAMN38206663	batch2		2026-02-08
SAMN38206735	batch2		2026-02-08
SAMN38206739	batch2		2026-02-08
SAMN38206798	batch2		2026-02-08
SAMN38206884	batch2		2026-02-08
SAMN38206911	batch2		2026-02-08
SAMN38206922	batch2		2026-02-08
SAMN38207023	batch2		2026-02-08
SAMN38207055	batch2		2026-02-08
SAMN38207100	batch2		2026-02-08
SAMN38207123	batch2		2026-02-08
SAMN38207124	batch2		2026-02-08
SAMN38207143	batch2		2026-02-08
SAMN38207149	batch2		2026-02-08
SAMN38207208	batch2		2026-02-08
SAMN38207218	batch2		2026-02-08
SAMN38207253	batch2		2026-02-08
SAMN38207283	batch2		2026-02-08
SAMN38218254	batch2		2026-02-08
SAMN38218266	batch2		2026-02-08
SAMN38218269	batch2		2026-02-08
SAMN38218285	batch2		2026-02-08
SAMN38218299	batch2		2026-02-08
SAMN38218306	batch2		2026-02-08
SAMN38218457	batch2		2026-02-08
SAMN38218467	batch2		2026-02-08
SAMN38218479	batch2		2026-02-08
SAMN38218599	batch2		2026-02-08
SAMN38218602	batch2		2026-02-08
SAMN38218634	batch2		2026-02-08
SAMN38218642	batch2		2026-02-08
SAMN38218677	batch2		2026-02-08
SAMN38218700	batch2		2026-02-08
SAMN38218724	batch2		2026-02-08
SAMN38218738	batch2		2026-02-08
SAMN38218758	batch2		2026-02-08
SAMN38218773	batch2		2026-02-08
SAMN38218811	batch2		2026-02-08
SAMN38218835	batch2		2026-02-08
SAMN38218839	batch2		2026-02-08
SAMN38218841	batch2		2026-02-08
SAMN38218948	batch2		2026-02-08
SAMN38219026	batch2		2026-02-08
SAMN38219031	batch2		2026-02-08
SAMN38219055	batch2		2026-02-08
SAMN38219139	batch2		2026-02-08
SAMN38219200	batch2		2026-02-08
SAMN38220495	batch2		2026-02-08
SAMN38221848	batch2		2026-02-08
SAMN38222089	batch2		2026-02-08
SAMN38223554	batch2		2026-02-08
SAMN38223621	batch2		2026-02-08
SAMN38223625	batch2		2026-02-08
SAMN38224222	batch2		2026-02-08
